id,user,date,transaction_type,amount
1001,90164a94-e710-4fa6-95c0-3acbe515ad31,2020-06-13,DEBIT,44585
1002,90164a94-e710-4fa6-95c0-3acbe515ad31,2020-01-15,DEBIT,37117
1003,90164a94-e710-4fa6-95c0-3acbe515ad31,2020-03-15,CREDIT,21482
1004,90164a94-e710-4fa6-95c0-3acbe515ad31,2020-03-12,CREDIT,60720
1005,90164a94-e710-4fa6-95c0-3acbe515ad31,2020-02-15,CREDIT,60415
1006,90164a94-e710-4fa6-95c0-3acbe515ad31,2020-02-28,DEBIT,49007
1007,90164a94-e710-4fa6-95c0-3acbe515ad31,2020-02-15,DEBIT,24289
1008,90164a94-e710-4fa6-95c0-3acbe515ad31,2020-07-11,DEBIT,69599
1009,90164a94-e710-4fa6-95c0-3acbe515ad31,2020-12-28,CREDIT,31296
1010,90164a94-e710-4fa6-95c0-3acbe515ad31,2020-01-31,DEBIT,33491
1011,70ff859b-95b3-48b8-a162-2547987c6a88,2020-06-18,DEBIT,19182
1012,70ff859b-95b3-48b8-a162-2547987c6a88,2020-06-30,CREDIT,13313
1013,70ff859b-95b3-48b8-a162-2547987c6a88,2020-11-07,DEBIT,88660
1014,70ff859b-95b3-48b8-a162-2547987c6a88,2020-12-06,CREDIT,84279
1015,70ff859b-95b3-48b8-a162-2547987c6a88,2020-09-20,DEBIT,65335
1016,70ff859b-95b3-48b8-a162-2547987c6a88,2020-11-06,DEBIT,26922
1017,70ff859b-95b3-48b8-a162-2547987c6a88,2020-02-08,CREDIT,98862
1018,70ff859b-95b3-48b8-a162-2547987c6a88,2020-01-22,CREDIT,31940
1019,70ff859b-95b3-48b8-a162-2547987c6a88,2020-06-10,CREDIT,64779
1020,70ff859b-95b3-48b8-a162-2547987c6a88,2020-08-04,CREDIT,88769
1021,70ff859b-95b3-48b8-a162-2547987c6a88,2020-03-25,CREDIT,43093
1022,70ff859b-95b3-48b8-a162-2547987c6a88,2020-08-27,CREDIT,30482
1023,70ff859b-95b3-48b8-a162-2547987c6a88,2020-05-29,DEBIT,54775
1024,70ff859b-95b3-48b8-a162-2547987c6a88,2020-01-23,CREDIT,45266
1025,70ff859b-95b3-48b8-a162-2547987c6a88,2020-11-16,CREDIT,9023
1026,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-03-30,CREDIT,69226
1027,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-08-28,CREDIT,49881
1028,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-08-14,CREDIT,42615
1029,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-05-07,DEBIT,68931
1030,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-03-19,CREDIT,22266
1031,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-08-19,CREDIT,68999
1032,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-08-30,CREDIT,44053
1033,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-03-16,CREDIT,93030
1034,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-11-26,CREDIT,40295
1035,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-05-07,DEBIT,37540
1036,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-06-08,CREDIT,52840
1037,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-06-03,DEBIT,92257
1038,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-04-13,CREDIT,4259
1039,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-04-23,CREDIT,63635
1040,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-10-11,DEBIT,60407
1041,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-03-11,CREDIT,29484
1042,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-03-07,CREDIT,22914
1043,1e1a6de8-610a-4b5b-b781-67fb99874fd1,2020-05-29,DEBIT,68296
1044,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-01-06,CREDIT,89134
1045,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-04-03,CREDIT,2929
1046,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-01-24,CREDIT,26972
1047,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-02-21,CREDIT,7929
1048,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-04-05,DEBIT,67783
1049,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-03-29,DEBIT,83852
1050,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-12-18,CREDIT,79288
1051,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-08-07,DEBIT,82873
1052,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-12-25,CREDIT,42741
1053,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-04-17,CREDIT,86155
1054,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-09-30,CREDIT,98721
1055,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-08-25,DEBIT,75068
1056,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-12-11,CREDIT,49216
1057,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-06-19,DEBIT,5243
1058,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-09-06,DEBIT,90730
1059,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-11-20,DEBIT,54653
1060,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-02-15,DEBIT,68494
1061,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-12-07,CREDIT,8153
1062,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-06-02,CREDIT,42666
1063,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-07-07,DEBIT,96341
1064,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-12-08,CREDIT,53130
1065,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-12-23,CREDIT,37605
1066,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-03-12,DEBIT,52399
1067,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-09-23,CREDIT,73911
1068,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-09-16,DEBIT,92794
1069,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-12-29,DEBIT,30239
1070,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-03-31,CREDIT,46011
1071,ec4d43a4-50ff-4e99-bac7-7e22b7eb6c00,2020-12-24,DEBIT,12851
1072,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-12-14,DEBIT,13645
1073,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-11-03,CREDIT,55224
1074,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-09-05,CREDIT,20190
1075,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-12-23,DEBIT,73664
1076,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-11-12,CREDIT,61792
1077,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-10-06,CREDIT,94001
1078,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-10-30,DEBIT,89240
1079,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-10-06,CREDIT,28030
1080,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-11-22,CREDIT,14613
1081,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-01-17,CREDIT,10552
1082,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-03-22,DEBIT,45643
1083,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-09-30,CREDIT,14194
1084,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-08-07,CREDIT,97101
1085,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-07-09,CREDIT,49953
1086,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-01-25,CREDIT,49896
1087,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-10-21,CREDIT,2195
1088,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-05-21,DEBIT,80211
1089,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-07-06,DEBIT,47246
1090,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-11-25,CREDIT,15201
1091,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-08-31,CREDIT,19313
1092,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-12-27,DEBIT,74985
1093,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-01-14,DEBIT,2751
1094,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-08-24,DEBIT,35447
1095,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-08-04,CREDIT,43188
1096,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-06-04,CREDIT,35410
1097,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-01-05,DEBIT,65019
1098,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-03-02,DEBIT,66258
1099,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-04-23,CREDIT,74391
1100,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-12-12,DEBIT,33520
1101,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-06-09,DEBIT,44673
1102,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-09-10,CREDIT,1332
1103,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-11-24,DEBIT,34795
1104,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-06-02,CREDIT,46013
1105,3a8713d7-a770-4488-925c-f80144bdd7fd,2020-10-28,DEBIT,75621
1106,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-03-29,DEBIT,75736
1107,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-10-10,DEBIT,31389
1108,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-03-18,DEBIT,90238
1109,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-06-02,DEBIT,83466
1110,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-02-26,DEBIT,88210
1111,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-03-23,CREDIT,67739
1112,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-02-18,CREDIT,85975
1113,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-01-10,CREDIT,87574
1114,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-11-17,DEBIT,10086
1115,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-07-23,DEBIT,62469
1116,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-06-23,CREDIT,45926
1117,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-08-10,CREDIT,24342
1118,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-07-03,DEBIT,58334
1119,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-10-25,CREDIT,42322
1120,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-08-29,CREDIT,27140
1121,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-10-23,CREDIT,94573
1122,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-10-23,CREDIT,85121
1123,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-05-08,DEBIT,41461
1124,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-12-12,CREDIT,65321
1125,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-08-13,CREDIT,39823
1126,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-09-07,DEBIT,9546
1127,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-07-30,CREDIT,89666
1128,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-09-10,DEBIT,18966
1129,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-03-30,CREDIT,33422
1130,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-10-10,DEBIT,46160
1131,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-04-04,DEBIT,6996
1132,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-05-04,DEBIT,51685
1133,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-09-04,DEBIT,82048
1134,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-01-16,DEBIT,41315
1135,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-12-27,CREDIT,64340
1136,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-12-17,CREDIT,29014
1137,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-04-12,CREDIT,87654
1138,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-08-21,CREDIT,47199
1139,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-07-24,CREDIT,68404
1140,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-05-10,DEBIT,65285
1141,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-02-06,CREDIT,70438
1142,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-07-01,CREDIT,5193
1143,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-10-14,DEBIT,76448
1144,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-07-02,DEBIT,70853
1145,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-03-09,CREDIT,61109
1146,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-09-17,CREDIT,22364
1147,e07cbec1-52fd-4320-98f7-19a2f7338bf1,2020-08-01,DEBIT,88162
1148,756af596-dfe9-4546-8886-799d2195698a,2020-10-04,CREDIT,41373
1149,756af596-dfe9-4546-8886-799d2195698a,2020-05-29,CREDIT,11599
1150,756af596-dfe9-4546-8886-799d2195698a,2020-02-19,DEBIT,51377
1151,756af596-dfe9-4546-8886-799d2195698a,2020-01-31,CREDIT,86854
1152,756af596-dfe9-4546-8886-799d2195698a,2020-06-19,DEBIT,10292
1153,756af596-dfe9-4546-8886-799d2195698a,2020-10-10,DEBIT,85076
1154,756af596-dfe9-4546-8886-799d2195698a,2020-04-15,CREDIT,59382
1155,756af596-dfe9-4546-8886-799d2195698a,2020-11-24,DEBIT,53817
1156,756af596-dfe9-4546-8886-799d2195698a,2020-10-02,CREDIT,87236
1157,756af596-dfe9-4546-8886-799d2195698a,2020-11-25,DEBIT,70306
1158,756af596-dfe9-4546-8886-799d2195698a,2020-02-03,DEBIT,7958
1159,756af596-dfe9-4546-8886-799d2195698a,2020-12-23,CREDIT,81105
1160,756af596-dfe9-4546-8886-799d2195698a,2020-06-08,CREDIT,3221
1161,756af596-dfe9-4546-8886-799d2195698a,2020-09-07,CREDIT,4957
1162,756af596-dfe9-4546-8886-799d2195698a,2020-05-27,DEBIT,58088
1163,756af596-dfe9-4546-8886-799d2195698a,2020-05-25,CREDIT,24039
1164,756af596-dfe9-4546-8886-799d2195698a,2020-01-21,CREDIT,52248
1165,756af596-dfe9-4546-8886-799d2195698a,2020-05-12,CREDIT,11952
1166,756af596-dfe9-4546-8886-799d2195698a,2020-04-15,DEBIT,34003
1167,756af596-dfe9-4546-8886-799d2195698a,2020-12-26,CREDIT,9858
1168,756af596-dfe9-4546-8886-799d2195698a,2020-05-06,DEBIT,76987
1169,756af596-dfe9-4546-8886-799d2195698a,2020-06-27,CREDIT,22994
1170,756af596-dfe9-4546-8886-799d2195698a,2020-05-29,DEBIT,99160
1171,756af596-dfe9-4546-8886-799d2195698a,2020-03-02,DEBIT,34034
1172,756af596-dfe9-4546-8886-799d2195698a,2020-12-25,DEBIT,12389
1173,756af596-dfe9-4546-8886-799d2195698a,2020-03-06,DEBIT,72118
1174,756af596-dfe9-4546-8886-799d2195698a,2020-01-13,DEBIT,50307
1175,756af596-dfe9-4546-8886-799d2195698a,2020-09-15,CREDIT,33076
1176,756af596-dfe9-4546-8886-799d2195698a,2020-09-19,DEBIT,23850
1177,756af596-dfe9-4546-8886-799d2195698a,2020-04-06,CREDIT,89451
1178,756af596-dfe9-4546-8886-799d2195698a,2020-01-21,DEBIT,3460
1179,756af596-dfe9-4546-8886-799d2195698a,2020-03-11,CREDIT,63668
1180,756af596-dfe9-4546-8886-799d2195698a,2020-02-26,DEBIT,77900
1181,756af596-dfe9-4546-8886-799d2195698a,2020-06-22,CREDIT,31082
1182,756af596-dfe9-4546-8886-799d2195698a,2020-08-20,DEBIT,58317
1183,756af596-dfe9-4546-8886-799d2195698a,2020-10-10,CREDIT,9485
1184,756af596-dfe9-4546-8886-799d2195698a,2020-07-09,DEBIT,66783
1185,756af596-dfe9-4546-8886-799d2195698a,2020-07-15,DEBIT,16515
1186,756af596-dfe9-4546-8886-799d2195698a,2020-10-16,DEBIT,57345
1187,9fff18af-750a-4af8-b501-e121a00becee,2020-05-20,CREDIT,46326
1188,9fff18af-750a-4af8-b501-e121a00becee,2020-06-08,CREDIT,56689
1189,9fff18af-750a-4af8-b501-e121a00becee,2020-04-14,CREDIT,12128
1190,9fff18af-750a-4af8-b501-e121a00becee,2020-10-29,DEBIT,37020
1191,9fff18af-750a-4af8-b501-e121a00becee,2020-06-18,DEBIT,4127
1192,9fff18af-750a-4af8-b501-e121a00becee,2020-06-19,DEBIT,90904
1193,9fff18af-750a-4af8-b501-e121a00becee,2020-08-21,DEBIT,29716
1194,9fff18af-750a-4af8-b501-e121a00becee,2020-09-28,CREDIT,41066
1195,9fff18af-750a-4af8-b501-e121a00becee,2020-03-14,CREDIT,53480
1196,9fff18af-750a-4af8-b501-e121a00becee,2020-09-24,DEBIT,40071
1197,9fff18af-750a-4af8-b501-e121a00becee,2020-02-02,CREDIT,75239
1198,9fff18af-750a-4af8-b501-e121a00becee,2020-04-01,CREDIT,77344
1199,9fff18af-750a-4af8-b501-e121a00becee,2020-12-31,DEBIT,47125
1200,9fff18af-750a-4af8-b501-e121a00becee,2020-09-23,DEBIT,99686
1201,9fff18af-750a-4af8-b501-e121a00becee,2020-05-30,CREDIT,73007
1202,9fff18af-750a-4af8-b501-e121a00becee,2020-03-15,CREDIT,60098
1203,9fff18af-750a-4af8-b501-e121a00becee,2020-07-04,DEBIT,52659
1204,9fff18af-750a-4af8-b501-e121a00becee,2020-10-17,DEBIT,62599
1205,9fff18af-750a-4af8-b501-e121a00becee,2020-11-28,CREDIT,51162
1206,9fff18af-750a-4af8-b501-e121a00becee,2020-03-25,DEBIT,97046
1207,9fff18af-750a-4af8-b501-e121a00becee,2020-06-19,DEBIT,31553
1208,9fff18af-750a-4af8-b501-e121a00becee,2020-01-23,CREDIT,63727
1209,9fff18af-750a-4af8-b501-e121a00becee,2020-05-12,DEBIT,24188
1210,9fff18af-750a-4af8-b501-e121a00becee,2020-05-17,CREDIT,12902
1211,9fff18af-750a-4af8-b501-e121a00becee,2020-09-16,CREDIT,73877
1212,9fff18af-750a-4af8-b501-e121a00becee,2020-02-02,DEBIT,85175
1213,9fff18af-750a-4af8-b501-e121a00becee,2020-09-19,DEBIT,77912
1214,9fff18af-750a-4af8-b501-e121a00becee,2020-05-24,DEBIT,57412
1215,9fff18af-750a-4af8-b501-e121a00becee,2020-09-30,CREDIT,74261
1216,9fff18af-750a-4af8-b501-e121a00becee,2020-07-21,DEBIT,20798
1217,9fff18af-750a-4af8-b501-e121a00becee,2020-02-17,DEBIT,46810
1218,9fff18af-750a-4af8-b501-e121a00becee,2020-10-30,CREDIT,73752
1219,9fff18af-750a-4af8-b501-e121a00becee,2020-01-28,DEBIT,62320
1220,9fff18af-750a-4af8-b501-e121a00becee,2020-04-25,DEBIT,60842
1221,9fff18af-750a-4af8-b501-e121a00becee,2020-09-19,DEBIT,6768
1222,9fff18af-750a-4af8-b501-e121a00becee,2020-09-13,DEBIT,48045
1223,9fff18af-750a-4af8-b501-e121a00becee,2020-07-18,DEBIT,87293
1224,9fff18af-750a-4af8-b501-e121a00becee,2020-01-17,CREDIT,64924
1225,9fff18af-750a-4af8-b501-e121a00becee,2020-07-02,CREDIT,12035
1226,9fff18af-750a-4af8-b501-e121a00becee,2020-10-05,CREDIT,14653
1227,9fff18af-750a-4af8-b501-e121a00becee,2020-05-05,CREDIT,40300
1228,9fff18af-750a-4af8-b501-e121a00becee,2020-06-12,CREDIT,73762
1229,9fff18af-750a-4af8-b501-e121a00becee,2020-11-29,DEBIT,70143
1230,9fff18af-750a-4af8-b501-e121a00becee,2020-11-20,DEBIT,34494
1231,9fff18af-750a-4af8-b501-e121a00becee,2020-05-06,DEBIT,42137
1232,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-03-31,DEBIT,27281
1233,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-05-28,DEBIT,92052
1234,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-12-13,CREDIT,38800
1235,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-12-22,CREDIT,97440
1236,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-02-11,CREDIT,39621
1237,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-03-19,CREDIT,34227
1238,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-08-20,CREDIT,42213
1239,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-02-24,CREDIT,11184
1240,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-03-30,CREDIT,79462
1241,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-08-29,CREDIT,96101
1242,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-08-31,DEBIT,27560
1243,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-12-21,DEBIT,66139
1244,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-11-03,CREDIT,80675
1245,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-06-30,CREDIT,19252
1246,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-08-18,CREDIT,69188
1247,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-06-23,CREDIT,8711
1248,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-06-19,CREDIT,20018
1249,5f48067d-6dc0-40fa-af2c-a8ea40ac9fa8,2020-06-15,CREDIT,50690
1250,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-10-07,CREDIT,46876
1251,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-09-06,CREDIT,26932
1252,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-09-13,CREDIT,82199
1253,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-10-24,CREDIT,87490
1254,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-05-09,CREDIT,81599
1255,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-02-02,CREDIT,59784
1256,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-06-16,DEBIT,93051
1257,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-04-19,CREDIT,40157
1258,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-06-13,CREDIT,28692
1259,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-06-24,DEBIT,68283
1260,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-05-12,CREDIT,23817
1261,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-07-17,CREDIT,60044
1262,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-11-30,DEBIT,81186
1263,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-10-04,DEBIT,82116
1264,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-11-29,DEBIT,9288
1265,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-09-24,DEBIT,19121
1266,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-04-11,DEBIT,1302
1267,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-11-07,DEBIT,39852
1268,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-07-07,CREDIT,88685
1269,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-08-07,CREDIT,97097
1270,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-04-18,CREDIT,30373
1271,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-11-29,CREDIT,42284
1272,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-02-29,CREDIT,45373
1273,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-09-05,CREDIT,32870
1274,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-10-22,CREDIT,86539
1275,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-03-19,DEBIT,47277
1276,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-05-21,CREDIT,21065
1277,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-01-10,CREDIT,55919
1278,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-04-18,CREDIT,83734
1279,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-09-04,DEBIT,87913
1280,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-08-07,CREDIT,674
1281,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-09-21,DEBIT,87643
1282,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-02-04,CREDIT,18807
1283,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-11-18,DEBIT,67351
1284,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-02-08,CREDIT,3434
1285,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-03-15,DEBIT,30640
1286,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-11-17,CREDIT,94006
1287,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-10-17,DEBIT,83550
1288,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-11-10,CREDIT,57866
1289,01d0fad8-09bf-45c5-9b22-a95212cc750f,2020-09-01,CREDIT,643
1290,1769283f-aa2f-4054-a226-9c99f203b758,2020-07-31,CREDIT,78806
1291,1769283f-aa2f-4054-a226-9c99f203b758,2020-05-25,CREDIT,64830
1292,1769283f-aa2f-4054-a226-9c99f203b758,2020-01-19,DEBIT,18623
1293,1769283f-aa2f-4054-a226-9c99f203b758,2020-12-20,CREDIT,91820
1294,1769283f-aa2f-4054-a226-9c99f203b758,2020-10-20,DEBIT,59712
1295,1769283f-aa2f-4054-a226-9c99f203b758,2020-07-29,CREDIT,77897
1296,1769283f-aa2f-4054-a226-9c99f203b758,2020-07-25,CREDIT,64881
1297,1769283f-aa2f-4054-a226-9c99f203b758,2020-12-02,DEBIT,34963
1298,1769283f-aa2f-4054-a226-9c99f203b758,2020-10-14,CREDIT,60922
1299,1769283f-aa2f-4054-a226-9c99f203b758,2020-06-02,CREDIT,53182
1300,1769283f-aa2f-4054-a226-9c99f203b758,2020-03-11,CREDIT,34674
1301,1769283f-aa2f-4054-a226-9c99f203b758,2020-12-27,DEBIT,874
1302,1769283f-aa2f-4054-a226-9c99f203b758,2020-07-27,CREDIT,78494
1303,1769283f-aa2f-4054-a226-9c99f203b758,2020-10-14,DEBIT,61019
1304,1769283f-aa2f-4054-a226-9c99f203b758,2020-01-11,DEBIT,27629
1305,1769283f-aa2f-4054-a226-9c99f203b758,2020-11-16,DEBIT,40598
1306,1769283f-aa2f-4054-a226-9c99f203b758,2020-04-26,DEBIT,57181
1307,1769283f-aa2f-4054-a226-9c99f203b758,2020-05-10,DEBIT,24539
1308,1769283f-aa2f-4054-a226-9c99f203b758,2020-01-03,CREDIT,84497
1309,1769283f-aa2f-4054-a226-9c99f203b758,2020-05-18,DEBIT,99370
